"Datum und Uhrzeit" Gesamtanlage[kWh] "  FX" "  FM" " RSK" RSKF " SDK" SHK_TAG "  NM" " VPM" "  PM" " TMK" " UPM" " TXK" " TNK" " TGK"
02.08.2019 28.63395 9.8 2.5 2.0 6 7.9 -999 7.1 13.7 954.2 20.0 61.0 25.1 15.8 14.3
03.08.2019 24.90732 12.2 3.4 1.1 6 4.9 -999 6.1 14.9 955.2 17.9 73.0 22.5 14.3 13.0
04.08.2019 36.93522 4.8 1.7 0.0 0 12.3 -999 2.9 13.7 956.1 19.8 62.0 26.2 13.9 11.9
05.08.2019 25.60423 8.7 1.9 0.0 6 6.0 -999 7.7 14.6 953.9 22.3 56.0 28.9 15.5 13.5
06.08.2019 27.59078 12.1 4.0 0.0 6 7.1 -999 7.3 16.1 953.0 22.6 60.0 28.3 19.1 17.5
07.08.2019 15.09206 13.7 2.4 6.5 6 2.2 -999 7.6 16.6 951.3 19.7 74.0 25.8 15.9 14.9
08.08.2019 29.41806 7.9 2.0 0.0 0 9.5 -999 5.9 15.7 954.0 20.1 70.0 26.6 15.0 13.9
09.08.2019 35.62089 8.3 1.9 0.8 6 13.6 -999 4.9 15.9 952.6 24.4 56.0 32.8 13.9 12.3
10.08.2019 9.92322 9.8 2.5 4.4 6 2.0 -999 7.2 19.3 956.9 20.7 79.0 24.2 18.4 17.2
11.08.2019 36.81706 15.6 3.3 1.9 6 13.2 -999 3.2 16.3 955.6 22.6 61.0 28.3 16.3 14.0
12.08.2019 9.77546 8.3 2.2 24.2 6 0.7 -999 7.8 16.0 956.8 15.9 88.0 18.3 13.9 13.1
13.08.2019 23.74005 6.7 2.3 7.1 6 3.0 -999 7.7 14.3 958.2 16.3 78.0 20.4 13.2 12.5
14.08.2019 32.2199 7.0 2.1 0.0 0 11.7 -999 2.7 11.5 958.4 16.2 66.0 21.6 12.3 10.4
15.08.2019 22.14749 11.4 2.5 2.4 6 6.5 -999 5.8 13.6 955.8 16.1 75.0 21.3 9.8 8.4
16.08.2019 29.92304 8.7 2.7 0.0 0 11.7 -999 5.4 13.0 957.8 17.9 65.0 23.1 14.1 12.1
17.08.2019 25.38396 7.9 2.2 0.0 6 5.1 -999 7.9 13.3 954.5 20.2 59.0 26.5 12.7 11.0
18.08.2019 33.09405 8.9 2.5 9.7 6 12.3 -999 3.0 14.4 951.4 25.4 47.0 33.2 18.2 16.1
19.08.2019 18.62331 13.7 2.4 22.0 6 2.3 -999 7.9 18.0 957.6 19.9 78.0 24.3 16.1 15.8
20.08.2019 5.55105 10.2 2.3 18.4 6 0.0 -999 7.7 17.6 961.1 16.7 92.0 19.3 12.7 12.4
21.08.2019 20.38465 6.5 2.3 0.0 0 2.6 -999 7.7 13.6 966.3 15.8 77.0 19.4 12.7 12.2
22.08.2019 21.08959 7.9 2.6 0.0 0 4.0 -999 6.1 13.7 964.1 16.3 75.0 21.0 12.6 11.0
23.08.2019 22.94327 7.7 2.0 0.0 0 1.8 -999 6.2 16.1 963.4 17.9 79.0 22.3 11.4 10.0
24.08.2019 31.00697 6.0 1.5 0.0 0 12.4 -999 4.2 17.7 959.4 21.4 72.0 27.7 15.0 13.1
25.08.2019 24.66482 7.0 2.3 0.0 0 8.3 -999 6.6 17.7 958.8 21.1 72.0 28.3 17.2 15.7
26.08.2019 30.31565 15.0 1.7 46.0 6 8.0 -999 4.6 18.0 958.3 20.8 75.0 27.6 16.1 14.6
27.08.2019 29.71153 5.3 1.5 0.0 0 11.8 -999 3.2 17.7 957.4 22.1 70.0 29.8 16.3 15.2
28.08.2019 26.81323 7.8 2.2 4.4 6 9.8 -999 5.9 17.2 956.9 23.4 63.0 30.1 16.9 15.4
29.08.2019 16.54869 6.4 2.0 0.0 6 4.0 -999 6.8 18.5 959.8 20.8 76.0 26.2 18.1 16.1
30.08.2019 29.8317 7.1 1.9 0.0 0 12.3 -999 0.1 17.2 961.3 21.8 69.0 28.2 15.3 14.0
31.08.2019 29.46617 6.8 1.8 0.0 0 12.1 -999 1.6 16.8 955.6 22.6 65.0 29.7 15.8 14.3
01.09.2019 27.83651 13.3 3.6 1.7 6 10.0 -999 5.2 15.4 954.0 22.1 59.0 27.0 17.7 16.5
02.09.2019 7.01581 7.2 2.1 2.4 6 0.0 -999 6.8 14.1 960.5 15.6 80.0 17.9 11.5 9.7
03.09.2019 30.6665 5.5 1.6 0.0 0 12.2 -999 1.8 10.8 963.3 15.7 65.0 22.3 9.2 7.7
04.09.2019 30.17958 5.7 1.8 0.0 0 12.9 -999 0.0 11.6 957.2 17.8 61.0 25.8 9.5 8.1
05.09.2019 6.20829 9.1 2.7 6.4 6 1.4 -999 6.6 13.1 958.1 14.1 81.0 16.9 11.0 10.2
06.09.2019 10.45606 5.9 2.1 2.7 6 0.1 -999 7.9 12.0 960.4 12.9 81.0 15.0 10.6 9.9
07.09.2019 14.03071 8.2 2.1 3.4 6 0.0 -999 7.8 12.3 958.1 12.6 85.0 15.9 9.4 8.1
08.09.2019 4.73961 6.0 1.7 25.4 6 0.0 -999 7.8 11.4 955.2 9.7 94.0 11.4 8.2 7.1
09.09.2019 7.58254 10.5 3.1 1.0 6 1.0 -999 6.6 11.3 954.1 10.3 90.0 13.1 7.4 5.8
10.09.2019 26.01154 7.0 2.2 0.0 0 11.8 -999 6.4 10.9 956.6 12.5 77.0 19.4 5.7 4.2
11.09.2019 26.12556 5.9 1.6 0.0 0 7.5 -999 5.4 11.6 962.5 15.0 71.0 21.1 10.0 8.8
12.09.2019 23.01411 7.4 2.0 0.0 0 9.1 -999 4.0 12.7 969.1 17.7 65.0 23.6 12.7 11.2
13.09.2019 26.56951 6.7 2.0 0.0 0 12.0 -999 2.0 14.4 970.0 18.1 72.0 25.1 11.5 10.1
14.09.2019 22.64174 6.4 2.0 0.0 0 9.0 -999 4.7 15.9 968.1 18.0 79.0 23.8 13.5 11.9
15.09.2019 23.33119 6.1 1.7 0.0 0 11.2 -999 1.0 15.9 963.1 18.7 76.0 26.5 11.4 9.9
16.09.2019 21.69236 8.8 2.4 0.1 6 7.5 -999 6.0 16.1 958.7 20.6 68.0 26.9 14.3 12.6
17.09.2019 19.00735 10.0 2.8 0.0 6 6.0 -999 5.0 13.5 957.8 16.9 70.0 20.8 11.1 9.0
18.09.2019 26.0701 6.5 2.1 0.0 0 11.7 -999 0.9 8.5 962.1 11.6 64.0 17.4 6.7 5.1
19.09.2019 25.77639 7.2 2.5 0.0 0 10.9 -999 3.2 7.4 965.0 10.4 61.0 16.5 5.4 3.9
20.09.2019 24.73733 8.4 2.5 0.0 0 10.7 -999 6.3 7.3 965.0 9.9 63.0 16.5 3.4 2.2
21.09.2019 24.67593 8.6 2.5 0.0 0 12.0 -999 0.4 8.8 958.7 12.4 63.0 21.0 4.8 3.5
22.09.2019 12.97669 3.9 1.4 0.0 6 1.4 -999 7.5 12.1 951.7 13.3 80.0 19.6 7.8 6.6
23.09.2019 5.55712 11.1 3.1 9.6 6 0.0 -999 7.8 14.0 954.9 13.1 92.0 15.5 11.4 10.1
24.09.2019 20.52694 6.5 2.0 0.2 6 5.7 -999 6.6 12.7 953.1 15.0 76.0 19.3 10.3 8.9
25.09.2019 16.63199 17.5 3.4 0.6 6 3.9 -999 7.8 12.3 950.4 15.3 71.0 19.6 12.8 11.5
26.09.2019 11.78479 9.6 2.8 0.3 6 1.9 -999 7.7 14.0 954.2 15.1 81.0 17.9 12.6 10.7
27.09.2019 15.70761 15.0 3.2 12.3 6 5.1 -999 7.8 14.1 954.2 17.4 72.0 22.8 13.7 12.5
28.09.2019 16.60297 13.8 3.4 0.0 6 4.7 -999 7.6 12.5 956.9 14.7 76.0 18.1 12.4 9.8
29.09.2019 21.4357 13.7 3.2 0.1 6 10.4 -999 4.0 10.7 950.8 17.5 56.0 23.6 11.2 8.8
30.09.2019 17.98185 19.0 5.7 0.0 0 6.7 -999 6.2 11.1 951.7 16.3 60.0 19.1 9.9 7.8
01.10.2019 19.96904 9.5 2.7 3.0 6 9.4 0 3.7 11.6 948.5 16.6 65.0 24.1 9.6 7.5
02.10.2019 7.51389 13.0 3.8 28.7 6 0.5 0 7.8 12.2 948.2 12.0 86.0 15.7 5.9 4.7
03.10.2019 14.70168 10.5 3.1 0.0 0 6.9 0 4.2 8.1 957.0 7.8 77.0 12.0 5.3 3.9
04.10.2019 8.45829 12.7 2.9 1.0 6 0.6 0 7.9 9.0 950.6 9.3 77.0 12.6 4.5 2.9
05.10.2019 6.84022 12.9 4.2 3.7 6 0.4 0 7.6 9.8 952.0 9.8 81.0 11.6 5.0 3.6
06.10.2019 7.85338 6.9 2.2 13.6 6 0.5 0 7.3 9.5 953.8 8.4 87.0 11.9 4.2 2.6
07.10.2019 4.62173 6.3 1.7 2.5 6 0.2 0 7.3 10.1 955.8 8.3 92.0 10.7 6.6 5.9
08.10.2019 9.09316 11.9 2.8 6.3 6 0.7 0 7.8 10.8 953.1 12.8 73.0 17.9 7.5 6.0
09.10.2019 2.65861 13.7 3.2 12.3 6 0.0 0 7.0 11.7 952.6 11.3 87.0 17.3 9.1 7.2
10.10.2019 11.98029 15.0 4.5 0.6 6 3.0 0 6.3 10.1 957.0 10.7 78.0 13.8 8.5 6.0
11.10.2019 16.81004 7.5 2.3 0.0 0 10.7 0 6.0 9.4 958.9 12.0 70.0 19.0 7.3 5.2
12.10.2019 16.82814 6.5 2.1 0.0 0 10.4 0 3.4 10.6 956.8 14.5 68.0 24.4 6.2 4.3
13.10.2019 15.07727 5.5 1.7 0.0 0 10.3 0 2.0 12.5 956.4 15.9 71.0 24.5 8.8 7.1
14.10.2019 14.907 6.2 1.7 0.0 0 9.5 0 1.4 12.5 954.3 14.9 77.0 23.4 9.2 7.1
15.10.2019 14.92872 13.7 2.9 3.5 6 9.7 0 3.3 12.3 948.4 15.0 75.0 23.4 8.8 6.2
16.10.2019 15.39001 12.5 3.5 0.0 0 9.7 0 2.5 9.1 955.1 12.2 66.0 17.2 7.8 5.9
17.10.2019 15.07528 6.1 1.8 0.0 0 9.4 0 5.8 9.4 954.8 13.0 67.0 20.9 6.1 4.7
18.10.2019 11.29968 7.7 1.8 0.0 6 4.7 0 7.8 10.9 953.3 14.7 67.0 21.0 10.9 9.2
19.10.2019 8.88132 8.5 2.3 0.0 6 2.0 0 7.3 11.6 951.2 12.5 81.0 15.5 8.5 6.6
20.10.2019 11.43224 9.6 2.3 0.0 0 5.1 0 6.8 10.7 949.3 15.0 67.0 23.0 7.0 5.3
21.10.2019 7.92111 7.8 2.2 0.0 6 2.5 0 7.5 12.8 957.0 14.9 76.0 20.4 11.9 9.5
22.10.2019 5.46053 3.9 1.4 0.0 6 0.0 0 8.0 12.8 961.4 11.9 92.0 13.1 10.5 8.5
23.10.2019 9.55697 6.6 2.3 0.0 4 4.5 0 6.6 12.4 955.2 11.8 90.0 16.0 9.0 7.4
24.10.2019 8.66437 6.4 1.7 0.0 4 2.9 0 7.9 12.0 951.9 11.2 91.0 15.5 7.4 7.3
25.10.2019 7.02357 4.6 1.8 0.0 0 4.3 0 6.2 12.1 960.8 13.6 79.0 18.4 8.9 6.9
26.10.2019 11.41017 5.8 1.7 0.0 0 9.7 0 0.3 11.2 960.0 13.3 76.0 22.1 6.6 4.7
27.10.2019 11.94402 9.1 3.0 4.9 6 8.5 0 4.3 11.2 958.9 15.9 63.0 22.4 10.1 7.3
28.10.2019 3.4111 7.6 2.0 3.3 6 0.0 0 7.9 10.0 958.7 8.8 87.0 12.9 7.2 6.8
29.10.2019 1.90449 6.7 2.5 1.5 6 0.0 0 7.9 9.0 958.8 7.0 89.0 7.6 6.0 5.5
30.10.2019 4.7857 10.0 3.8 1.1 6 0.1 0 7.8 7.3 962.1 5.6 80.0 6.7 3.6 2.6
31.10.2019 4.4106 6.5 2.5 0.0 0 0.0 0 8.0 7.0 959.6 4.4 84.0 6.4 2.9 2.4
01.11.2019 5.23991 5.4 2.1 2.0 6 0.3 0 8.0 9.0 951.9 7.0 89.0 10.4 2.9 2.8
02.11.2019 5.30801 9.2 2.2 1.3 6 1.9 0 7.7 11.5 939.8 11.8 84.0 18.1 8.9 6.2
03.11.2019 3.419 12.3 2.3 1.2 6 0.2 0 7.8 11.0 931.5 10.3 87.0 12.4 7.9 6.3
04.11.2019 7.95816 15.8 3.2 4.7 6 4.7 0 5.6 9.1 935.8 11.0 70.0 15.1 8.7 6.3
05.11.2019 3.20316 9.9 2.9 0.2 6 0.4 0 7.0 8.8 939.1 7.6 84.0 10.4 3.5 1.4
06.11.2019 5.43973 7.5 2.6 0.0 6 0.9 0 6.3 8.1 943.3 7.2 80.0 10.1 3.7 1.3
07.11.2019 9.04253 8.5 2.0 0.0 0 6.6 0 4.5 7.6 943.7 7.3 75.0 11.4 2.3 -0.2
08.11.2019 1.83809 10.8 2.5 3.0 6 0.0 0 8.0 7.8 942.9 5.2 88.0 7.1 3.6 1.6
09.11.2019 4.78604 8.5 2.8 0.3 6 0.4 0 5.9 6.8 948.6 4.3 82.0 7.6 -0.1 -2.4
10.11.2019 3.0384 4.0 1.5 0.0 0 0.0 0 6.6 5.7 950.6 0.3 92.0 1.6 -1.7 -2.7
11.11.2019 3.33933 6.0 1.8 2.3 6 0.1 0 7.9 5.8 949.8 1.5 86.0 3.5 -0.7 -0.5
12.11.2019 3.69973 9.0 2.4 3.8 8 0.0 0 7.6 7.0 946.4 4.7 82.0 6.1 2.0 1.5
13.11.2019 3.88433 5.4 2.1 1.3 6 0.0 0 6.9 6.7 943.6 3.2 88.0 5.3 1.3 -0.7
14.11.2019 6.77902 8.9 2.8 0.0 0 6.8 0 4.3 5.8 942.0 2.2 81.0 7.1 -0.3 -2.7
15.11.2019 4.60377 11.3 2.3 0.3 6 1.3 0 7.4 6.5 938.7 4.8 76.0 9.0 -0.2 -1.5
16.11.2019 1.10447 5.1 1.5 0.3 6 0.0 0 7.5 7.5 947.4 4.7 88.0 5.6 2.3 0.0
17.11.2019 2.12157 8.3 2.1 0.4 6 0.1 0 7.9 7.6 943.7 4.5 91.0 5.9 3.4 2.2
18.11.2019 6.23449 10.6 2.8 0.0 0 7.4 0 5.5 6.2 948.7 5.2 71.0 9.4 2.8 0.9
19.11.2019 5.64396 4.1 1.4 0.0 0 1.8 0 6.5 6.5 954.8 3.5 82.0 6.1 0.7 -1.6
20.11.2019 2.23311 4.8 1.7 0.0 6 0.2 0 7.6 6.7 953.0 3.1 87.0 4.3 1.4 -0.7
21.11.2019 2.62958 4.9 1.4 0.0 6 0.0 0 8.0 7.0 948.4 4.0 87.0 5.7 2.7 2.6
22.11.2019 4.05148 6.3 2.4 0.0 0 0.0 0 8.0 7.1 946.7 3.4 91.0 4.8 1.4 1.0
23.11.2019 5.22361 6.3 2.4 0.0 0 3.5 0 7.8 7.1 939.8 6.7 75.0 14.4 -0.3 -1.6
24.11.2019 5.12286 3.5 1.6 0.0 0 1.9 0 7.9 8.1 944.4 6.7 83.0 11.7 3.5 1.0
25.11.2019 2.10452 4.8 1.4 0.0 6 0.0 0 8.0 7.7 948.9 3.7 97.0 4.8 2.3 0.6
26.11.2019 4.64793 5.7 1.6 0.0 6 1.8 0 7.7 8.4 947.8 6.4 88.0 11.0 3.9 2.2
27.11.2019 2.2651 7.2 2.3 0.3 6 0.2 0 7.4 8.2 939.7 6.5 85.0 10.6 3.0 2.0
28.11.2019 3.69817 16.5 5.1 1.6 6 0.5 0 6.3 7.8 940.8 9.1 68.0 11.6 7.5 4.6
29.11.2019 2.41538 14.0 4.8 3.0 6 0.1 0 7.9 7.8 948.4 6.3 82.0 8.8 2.3 0.9
30.11.2019 4.96216 7.0 2.3 0.0 0 1.7 0 6.0 5.5 959.9 2.5 75.0 5.5 -0.2 -2.4
01.12.2019 2.22996 7.4 2.4 1.8 8 0.0 0 7.8 5.2 954.6 0.5 82.0 1.8 -1.0 -2.5
02.12.2019 0.06743 5.8 2.2 0.0 0 0.0 1 7.8 5.2 960.8 0.6 82.0 1.1 0.0 -0.6
03.12.2019 0.62697 7.0 1.9 0.0 0 8.2 0 3.5 4.4 965.1 0.7 70.0 5.1 -1.9 -4.5
04.12.2019 1.35741 5.4 2.1 0.0 0 8.1 0 1.8 4.6 959.3 -0.8 80.0 2.8 -2.9 -5.3
05.12.2019 3.61863 4.1 1.4 0.0 8 5.0 0 6.6 4.7 959.8 -2.5 92.0 0.0 -4.8 -5.4
06.12.2019 4.34505 7.3 1.4 0.4 6 7.8 0 4.3 5.2 956.9 1.5 78.0 9.7 -3.8 -4.9
07.12.2019 3.98949 14.1 5.1 0.0 6 1.5 0 7.6 7.5 955.5 8.2 69.0 10.2 6.4 3.8
08.12.2019 4.52929 19.0 3.6 0.0 6 6.8 0 7.7 6.9 951.3 7.9 66.0 12.1 3.8 1.3
09.12.2019 2.90826 16.4 6.2 3.4 6 2.6 0 7.1 6.8 946.0 7.8 65.0 11.1 4.1 3.2
10.12.2019 3.61541 10.9 3.4 0.0 0 2.2 0 4.2 5.8 961.7 2.1 80.0 4.2 -1.0 -4.0
11.12.2019 5.04671 10.8 1.7 2.4 6 3.4 0 6.4 4.6 951.8 0.4 74.0 3.5 -3.8 -6.4
12.12.2019 2.37144 9.0 2.9 0.9 6 0.0 0 5.0 6.2 942.8 2.0 88.0 3.6 -0.2 -2.6
13.12.2019 1.85129 18.1 5.1 1.5 8 1.6 0 6.1 5.5 926.8 2.5 76.0 6.3 -1.2 -3.5
14.12.2019 3.22295 23.3 6.6 1.6 6 2.2 0 6.7 6.1 938.2 6.8 62.0 9.8 1.8 0.6
15.12.2019 3.48111 16.7 3.8 0.0 6 4.2 0 7.7 8.2 947.3 9.9 69.0 15.4 6.1 3.6
16.12.2019 3.56455 5.9 1.6 0.0 0 1.7 0 7.8 6.7 949.3 4.9 78.0 8.6 2.3 -0.4
17.12.2019 2.65322 10.2 2.8 0.0 6 0.0 0 -999.0 7.1 947.8 10.6 59.0 15.7 2.1 0.1
18.12.2019 3.48069 5.6 2.0 0.0 6 3.9 0 -999.0 8.4 956.6 10.4 67.0 15.1 6.3 2.6
19.12.2019 3.69084 5.3 1.7 0.0 0 4.1 0 7.4 7.6 952.3 5.8 83.0 11.3 2.8 -0.4
20.12.2019 3.39354 15.1 3.1 7.9 6 3.5 0 5.3 7.0 936.3 10.4 58.0 16.1 3.2 -0.3
21.12.2019 1.06074 9.4 2.6 2.4 6 0.0 0 5.7 7.8 935.0 5.0 89.0 6.7 2.5 -0.1
22.12.2019 2.02835 15.0 3.8 0.2 6 0.0 0 7.9 7.2 931.3 5.6 79.0 8.6 1.6 0.2
23.12.2019 2.72279 15.5 5.6 2.5 6 0.0 0 7.8 7.3 947.5 5.6 81.0 6.6 4.7 3.1
24.12.2019 2.55963 14.1 4.0 7.4 6 2.5 0 6.6 7.3 954.5 5.5 81.0 7.0 3.7 1.2
25.12.2019 1.8878 16.1 5.5 8.3 8 0.1 0 7.8 7.6 956.7 5.6 84.0 7.5 3.1 2.1
26.12.2019 3.68377 6.8 1.7 1.5 6 4.8 0 6.5 6.5 962.3 3.2 85.0 5.8 1.0 -1.7
27.12.2019 0.84461 5.8 1.8 4.9 6 0.0 0 7.8 7.2 963.9 3.7 90.0 4.9 1.7 0.9
28.12.2019 3.3498 5.9 1.6 0.0 0 3.2 0 5.5 4.6 974.9 -0.1 76.0 2.0 -2.1 -4.5
29.12.2019 3.53899 5.3 2.0 0.0 0 7.9 0 2.1 4.3 974.7 -1.6 80.0 2.5 -4.8 -6.4
30.12.2019 3.58957 5.5 1.8 0.0 0 8.0 0 0.7 4.5 970.9 0.0 76.0 6.0 -4.4 -6.0
31.12.2019 4.5737 7.4 2.1 0.0 0 6.8 0 4.8 5.2 969.5 3.0 71.0 8.6 -0.5 -3.1
01.01.2020 3.91894 6.3 1.9 0.0 0 7.6 0 1.7 5.4 969.8 0.8 83.0 4.9 -2.6 -4.8
02.01.2020 3.61716 4.1 1.3 0.0 0 7.8 0 2.4 4.8 966.5 -1.5 88.0 4.1 -4.6 -6.3
03.01.2020 4.17456 11.4 2.9 1.9 6 4.2 0 6.8 5.8 963.5 3.5 75.0 8.4 -4.2 -5.3
04.01.2020 1.76666 12.8 5.0 0.8 8 0.0 0 7.7 6.8 966.4 4.3 82.0 7.0 2.8 1.9
05.01.2020 2.84749 12.0 2.8 0.0 6 0.4 0 5.9 6.0 971.7 2.5 82.0 4.7 -1.3 -3.7
06.01.2020 4.15737 5.7 1.6 0.0 0 8.2 0 0.4 4.9 966.2 0.8 77.0 6.0 -2.5 -4.8
07.01.2020 1.2618 10.9 2.3 1.6 6 0.1 0 6.0 6.3 966.3 2.4 86.0 4.6 -2.1 -4.7
08.01.2020 1.84319 5.0 1.7 0.0 0 0.2 0 5.9 5.3 966.8 3.6 69.0 7.2 -1.3 -3.2
09.01.2020 4.29568 5.9 1.9 0.0 0 7.6 0 7.7 5.5 960.0 7.7 54.0 14.5 3.6 -0.4
10.01.2020 4.63515 11.6 3.8 0.9 6 5.6 0 4.4 6.4 960.0 7.4 62.0 11.2 2.3 -1.4
11.01.2020 4.08836 8.1 2.3 0.0 6 0.3 0 6.8 6.3 969.2 4.0 77.0 5.4 0.0 -3.0
12.01.2020 5.15414 6.2 1.5 0.0 0 7.5 0 4.5 5.4 965.1 0.5 86.0 5.1 -3.2 -5.4
13.01.2020 5.25678 4.6 1.6 0.0 0 2.9 0 6.0 4.8 960.6 3.1 63.0 7.2 -0.6 -3.2
14.01.2020 5.25654 6.5 1.6 0.0 0 7.5 0 5.9 4.4 956.5 4.9 53.0 12.8 -1.1 -4.5
15.01.2020 5.04654 5.8 1.8 0.0 6 8.4 0 3.1 4.9 959.3 5.6 56.0 12.8 -0.7 -3.3
16.01.2020 4.54248 7.2 2.2 0.0 6 6.5 0 5.0 6.3 965.5 7.3 63.0 12.4 0.2 -2.8
17.01.2020 5.43384 10.6 2.6 4.9 6 6.6 0 4.0 6.1 959.3 5.6 70.0 12.2 -1.2 -3.9
18.01.2020 2.81316 9.3 2.4 2.9 8 0.0 0 7.4 6.9 963.8 3.2 89.0 6.2 0.5 -1.6
19.01.2020 0.15422 7.4 1.9 1.9 8 0.3 0 6.2 5.6 971.0 0.3 90.0 1.6 -0.8 -3.1
20.01.2020 0.00552 8.0 2.3 0.0 0 0.0 0 6.3 5.4 979.6 0.4 87.0 1.6 -1.4 -3.1
21.01.2020 0.02265 5.1 2.1 0.0 7 7.6 0 5.3 4.5 976.3 -1.2 81.0 1.4 -2.9 -3.4
22.01.2020 0.00488 5.3 1.6 0.0 7 2.7 0 7.3 4.5 971.2 -2.4 88.0 0.6 -4.0 -3.6
23.01.2020 0.00385 6.4 2.3 0.0 0 0.0 0 7.9 4.6 967.2 -1.9 87.0 0.0 -3.9 -3.7
24.01.2020 0.12178 4.7 1.5 0.0 0 7.9 0 3.5 5.1 961.7 1.0 79.0 8.7 -3.2 -4.9
25.01.2020 0.54942 3.7 1.3 0.0 0 2.7 0 7.8 6.2 959.4 2.9 83.0 7.5 -1.5 -3.5
26.01.2020 5.07465 3.2 1.1 1.4 6 2.1 0 7.9 6.5 957.2 4.0 81.0 8.3 0.6 -1.4
27.01.2020 6.99326 7.8 2.3 0.2 6 5.4 0 7.7 7.0 952.6 6.6 72.0 10.8 2.6 0.8
28.01.2020 2.30453 20.8 5.3 2.2 8 1.7 0 7.0 6.3 942.9 4.8 73.0 6.8 1.6 -0.1
29.01.2020 4.93951 16.2 5.5 2.2 8 1.8 0 7.6 5.8 949.2 2.6 79.0 4.7 1.1 -0.1
30.01.2020 8.81394 12.5 3.2 2.2 6 7.2 0 6.9 6.2 953.7 6.2 67.0 10.5 2.2 0.9
31.01.2020 6.36988 18.3 6.6 0.0 6 2.1 0 6.2 10.2 952.6 11.4 76.0 14.2 8.7 6.2
01.02.2020 8.04302 19.5 4.5 10.0 6 6.1 0 6.0 9.3 950.8 10.5 74.0 16.4 5.7 2.1
02.02.2020 4.08749 17.8 6.2 31.1 6 0.1 0 7.8 10.1 952.8 10.6 79.0 13.2 7.3 6.2
03.02.2020 1.07155 14.4 3.5 34.8 6 0.0 0 7.5 9.0 954.5 6.7 92.0 11.1 5.9 4.9
04.02.2020 5.32388 27.4 7.0 2.0 8 1.2 0 7.5 6.5 950.0 5.0 75.0 14.0 0.9 0.1
05.02.2020 2.68018 16.3 4.5 0.0 8 0.6 0 6.2 4.8 966.7 1.4 72.0 2.6 -1.0 -3.5
06.02.2020 9.62673 5.2 2.0 0.0 0 9.4 0 2.9 4.0 968.6 0.9 64.0 6.7 -2.5 -4.6
07.02.2020 10.09737 7.2 2.1 0.0 0 9.4 0 0.7 4.6 965.0 0.1 75.0 4.7 -3.6 -5.9
08.02.2020 10.45987 5.6 1.5 0.0 0 7.8 0 3.2 5.1 962.4 2.2 73.0 10.1 -3.6 -5.6
09.02.2020 10.45685 8.3 2.9 0.0 0 8.7 0 4.2 4.6 957.6 7.0 50.0 14.2 -0.6 -3.3
10.02.2020 5.1633 33.0 8.9 10.3 8 1.9 0 6.7 6.8 944.3 10.4 54.0 15.9 6.4 5.2
11.02.2020 5.09828 24.9 7.7 2.0 8 1.4 0 7.0 6.2 948.5 3.9 76.0 9.6 1.6 0.4
12.02.2020 5.6495 15.2 5.9 0.8 8 0.6 0 6.7 5.4 956.5 3.3 69.0 4.9 1.8 0.2
13.02.2020 9.68206 22.6 3.5 4.5 6 3.6 0 7.5 5.5 951.5 5.2 63.0 9.8 1.1 -1.7
14.02.2020 6.97939 18.9 5.4 0.0 6 0.4 0 7.5 6.8 958.3 5.9 74.0 8.0 4.7 2.3
15.02.2020 11.04995 6.6 1.9 0.0 0 7.4 0 7.0 6.0 962.2 6.1 66.0 12.1 0.6 -1.8
16.02.2020 8.56371 8.3 2.8 0.0 0 2.0 0 7.9 5.1 957.0 11.2 39.0 17.2 6.1 2.6
17.02.2020 7.99461 14.4 4.0 0.7 6 3.5 0 7.8 7.8 957.1 11.6 59.0 14.9 7.2 6.1
18.02.2020 10.60475 15.1 5.4 0.0 0 3.6 0 5.6 5.5 964.1 6.3 58.0 9.1 4.7 2.8
19.02.2020 7.95186 19.5 5.2 0.4 8 1.2 0 7.0 5.4 960.1 4.4 64.0 6.8 2.4 0.5
20.02.2020 10.6711 11.7 2.6 0.6 6 3.9 0 5.3 5.7 959.6 5.6 63.0 11.0 1.6 -0.2
21.02.2020 14.23622 25.3 5.2 0.0 0 9.3 0 5.3 4.9 964.7 5.8 54.0 8.9 2.8 1.0
22.02.2020 16.0395 12.9 4.1 0.6 6 8.7 0 5.8 4.6 965.0 9.8 41.0 16.9 2.6 -0.3
23.02.2020 5.77205 25.8 8.1 10.5 6 0.1 0 7.8 7.7 959.9 11.9 55.0 16.0 6.7 4.5
24.02.2020 7.68324 14.6 3.3 1.5 8 2.6 0 5.2 8.7 957.7 7.3 84.0 11.6 2.4 2.2
25.02.2020 7.95392 18.1 6.0 0.2 8 0.2 0 5.8 6.9 944.0 9.8 57.0 11.6 6.1 5.2
26.02.2020 12.32352 20.7 6.9 2.3 8 4.5 0 6.9 5.3 941.0 2.9 71.0 6.1 -0.8 -0.6
27.02.2020 9.46407 27.0 5.5 6.7 8 1.4 1 7.3 5.0 941.8 2.4 71.0 6.3 0.5 -0.9
28.02.2020 12.40927 16.5 5.4 0.0 8 5.3 0 6.4 4.7 954.5 2.4 66.0 5.6 -0.4 -1.2
29.02.2020 9.65442 14.0 3.3 2.5 6 2.1 0 7.8 6.0 943.3 8.9 54.0 16.2 3.4 2.0
01.03.2020 14.90201 23.7 4.0 3.5 8 5.5 0 6.0 7.1 940.9 8.0 68.0 13.4 2.8 1.2
02.03.2020 11.45478 13.2 4.1 2.1 6 5.0 0 6.2 6.6 933.5 6.7 67.0 9.4 2.8 -0.4
